업종명,업소명,소재지(도로명),소재지(지번),소재지전화,업태명
일반음식점,마스로,,청주시 청원구 내수읍 원통리 1-2 ,043-215-7768,한식
일반음식점,둘둘말이김밥,"청주시 청원구 주성로279번길 17, 103호 (주성동)",청주시 청원구 주성동 352 103호,,한식
일반음식점,맛깔참죽 오창점,청주시 청원구 오창읍 중심상업로 17 (115호),청주시 청원구 오창읍 양청리 819-4 115호 ,043-218-6233,한식
일반음식점,참참,"청주시 청원구 주성로279번길 17 (주성동, 109호)",청주시 청원구 주성동 352 109호 ,,한식
일반음식점,십오야막창,"청주시 청원구 율량로201번길 17-1 (율량동, 1층)",청주시 청원구 율량동 2173 1층 ,,식육(숯불구이)
일반음식점,동주짬뽕,"청주시 청원구 내수읍 청암로 73, 1층",청주시 청원구 내수읍 마산리 157-19 ,043-214-0002,중국식
일반음식점,미루,청주시 청원구 오창읍 양청길 54,청주시 청원구 오창읍 양청리 766-3 ,,기타
일반음식점,홍사부마라탕(洪師傅麻辣湯),"청주시 청원구 주성로279번길 8 (주성동, 102호)",청주시 청원구 주성동 364 102호 ,043-217-9792,한식
일반음식점,김밥데이,"청주시 청원구 사북로 143 (우암동, 1층)",청주시 청원구 우암동 328-7 1층 ,,한식
일반음식점,통큰감자탕,청주시 청원구 오창읍 과학산업5로 118-8 (101호),청주시 청원구 오창읍 각리 650-6 101호 ,043-216-9255,한식
일반음식점,사천성,"청주시 청원구 오창읍 주성1길 18-1 (102,103호)","청주시 청원구 오창읍 주성리 613 102,103호 ",043-215-9945,중국식
일반음식점,산내들시골집밥,청주시 청원구 향군로108번길 10 (우암동),청주시 청원구 우암동 374-1 ,043-250-0080,한식
일반음식점,웃는돼지삼겹살,청주시 청원구 율봉로262번길 13-8 (율량동),청주시 청원구 율량동 1990 ,043-241-1125,호프/통닭
일반음식점,풍경,,청주시 청원구 내수읍 원통리 132 ,043-211-3648,경양식
일반음식점,맘스터치사천점,"청주시 청원구 율봉로 19, 1층 (사천동)",청주시 청원구 사천동 436-1 ,,기타
일반음식점,비에이치씨치킨청대점,"청주시 청원구 중앙로 184, 1층 (내덕동)",청주시 청원구 내덕동 280-1 ,043-225-0140,호프/통닭
일반음식점,처갓집양념치킨 오창호수공원점,"청주시 청원구 오창읍 과학산업2로 375, 102호",청주시 청원구 오창읍 양청리 752-4 102호,,호프/통닭
일반음식점,다정순대국,"청주시 청원구 직지대로 844-2, 1층 (우암동)",청주시 청원구 우암동 337-26 ,,한식
일반음식점,덕영떡볶이,"청주시 청원구 율봉로116번길 37, 1층 (율량동)",청주시 청원구 율량동 1336 1층 ,,분식
일반음식점,육조선,,청주시 청원구 오창읍 주성리 586 ,,한식
일반음식점,정다운칼만두,청주시 청원구 율량로4번길 12 (주중동),청주시 청원구 주중동 943 ,,한식
일반음식점,민트와플카페,"청주시 청원구 수암로 98-16, 1층 (우암동)",청주시 청원구 우암동 21-2 ,,한식
일반음식점,신통치킨 내덕점,"청주시 청원구 향군로 155, 1층 (내덕동)",청주시 청원구 내덕동 669-10 ,043-222-4211,호프/통닭
일반음식점,울동네 꾸이집,"청주시 청원구 오창읍 중심상업로 51-6, 102호",청주시 청원구 오창읍 양청리 791-5 ,043-211-0161,한식
일반음식점,HONEST 어니스트,청주시 청원구 안덕벌로 44 (내덕동),청주시 청원구 내덕동 109-21 ,,한식
일반음식점,금화해장국,청주시 청원구 오창읍 두릉유리로 1150,청주시 청원구 오창읍 장대리 294-5 ,043-213-1444,한식
일반음식점,신항도복집,"청주시 청원구 우암로 59, 1~2층 (우암동)",청주시 청원구 우암동 364-13 ,043-287-7192,복어취급
일반음식점,황칠돼지국밥,"청주시 청원구 내수읍 내수로 635, 지하6호 (삼일아파트 상가동)",청주시 청원구 내수읍 내수리 231 ,043-215-3600,한식
일반음식점,가마솥치킨,"청주시 청원구 사뜸로 35, 1층 (율량동)",청주시 청원구 율량동 1551 ,043-258-2255,호프/통닭
일반음식점,반암막국수,청주시 청원구 오창읍 성산2길 20,청주시 청원구 오창읍 성산리 68 ,043-217-2863,한식
일반음식점,마향식당,"청주시 청원구 향군로108번길 32, 9,10,11호 (우암동, 우성상가맨션)","청주시 청원구 우암동 375-1 우성상가맨션(9,10,11호) ",043-221-5523,식육(숯불구이)
일반음식점,작은음악회,"청주시 청원구 1순환로 122, 5층 501호 (율량동)",청주시 청원구 율량동 2218 ,043-211-4536,경양식
일반음식점,명품순두부 오창2호점,"청주시 청원구 오창읍 두릉유리로 1118, 1층",청주시 청원구 오창읍 창리 56-3 ,043-214-8500,한식
일반음식점,매운맛이땡기는날엔,"청주시 청원구 오창읍 양청택지1길 3-4, 1층",청주시 청원구 오창읍 양청리 729-13 ,043-216-3338,한식
일반음식점,취하리,"청주시 청원구 공항로 159-1, 2층 (사천동)",청주시 청원구 사천동 22-20 ,,한식
일반음식점,동태랑콩이랑,청주시 청원구 오창읍 주성2길 6 (1층),청주시 청원구 오창읍 주성리 505 1층 ,043-291-4098,한식
일반음식점,카페홈,청주시 청원구 직지대로890번길 47 (우암동),청주시 청원구 우암동 110-16 ,043-221-1681,한식
일반음식점,굴세상,청주시 청원구 내수읍 내수로 735-5 (1층),청주시 청원구 내수읍 내수리 37-6 1층 ,043-214-0933,한식
일반음식점,킹콩부대찌개율량점,"청주시 청원구 주성로 269, 203호 (주성동)",청주시 청원구 주성동 348 203호,,한식
일반음식점,그야말로포차,청주시 청원구 오창읍 구룡6길 8 (1층),청주시 청원구 오창읍 구룡리 417-7 1층 ,043-211-7800,정종/대포집/소주방
일반음식점,기찬만두,"청주시 청원구 주성로118번길 29-2, 102호 (율량동)",,,호프/통닭
일반음식점,돈가,"청주시 청원구 오창읍 주성1길 18-1, 104호",청주시 청원구 오창읍 주성리 613 104호,043-211-6363,한식
일반음식점,수레로돈가스&모밀,"청주시 청원구 오창읍 오창공원로 73-9, 1층",청주시 청원구 오창읍 양청리 751-2 ,043-215-7086,한식
일반음식점,줄까말까,청주시 청원구 내수읍 내수로 729,청주시 청원구 내수읍 내수리 36-17 ,043-214-4848,호프/통닭
일반음식점,카페 어메이징,"청주시 청원구 안덕벌로 29, 101호 (내덕동)",청주시 청원구 내덕동 165-71 101호,043-211-7731,기타
일반음식점,노군꼬치 오창2산단점,"청주시 청원구 오창읍 주성1길 15, 105호",청주시 청원구 오창읍 주성리 620 105호,043-213-6680,한식
일반음식점,잔치집생고기,"청주시 청원구 1순환로 102 (율량동, 1층)",청주시 청원구 율량동 2232 1층 ,043-215-5212,한식
일반음식점,군산활어회,청주시 청원구 직지대로890번길 19 (우암동),청주시 청원구 우암동 111-40 ,,일식
일반음식점,웅이네오돌뼈오창점,"청주시 청원구 오창읍 중심상업2로 9-38, 116호",청주시 청원구 오창읍 양청리 797-1 ,043-234-4999,한식
일반음식점,조코만 본점,청주시 청원구 우암로 101 (내덕동),청주시 청원구 내덕동 291-27 ,043-222-9912,한식
일반음식점,주연 불낙쭈꾸미&들깨수제비,"청주시 청원구 율량로 24, 1층 (주중동)",청주시 청원구 주중동 908 1층 ,043-211-2194,한식
일반음식점,수희마을야키니쿠,청주시 청원구 율량로201번길 41-3 (율량동),청주시 청원구 율량동 2206 ,,한식
일반음식점,홍경백함흥냉면 오창직영점,"청주시 청원구 오창읍 창리길 15, 1층",청주시 청원구 오창읍 창리 42-2 ,043-217-7759,한식
일반음식점,뽀까곱창,"청주시 청원구 오창읍 2산단로 183, 1층",청주시 청원구 오창읍 주성리 335 ,,호프/통닭
일반음식점,꽁똔회,"청주시 청원구 율봉로44번길 4-1, 1층 (사천동)",청주시 청원구 사천동 411-12 ,,한식
일반음식점,쟁반조개구이,청주시 청원구 오창읍 중심상업로 51-11,청주시 청원구 오창읍 양청리 789-1 ,043-212-0364,한식
일반음식점,구이구이 전기구이,청주시 청원구 오창읍 중심상업로 65-11 (1층),청주시 청원구 오창읍 양청리 790-1 1층 ,043-213-9792,식육(숯불구이)
일반음식점,고궁출장뷔페,청주시 청원구 향군로 64 (우암동),청주시 청원구 우암동 353-15 ,043-224-9000,한식
일반음식점,해담,"청주시 청원구 율량로190번길 41 (율량동, 2층)",청주시 청원구 율량동 2038 2층 ,043-213-0340,한식
일반음식점,엄마김밥야식,"청주시 청원구 오창읍 주성1길 15, 103호",청주시 청원구 오창읍 주성리 620 103호,043-217-2388,호프/통닭
일반음식점,안동장터소고기국밥,"청주시 청원구 1순환로 136, 102호 (율량동)",청주시 청원구 율량동 2072 102호,043-212-4477,한식
일반음식점,따로박옛날순대,"청주시 청원구 율량로3번길 17, 1층 (주중동)",청주시 청원구 주중동 893 1층 ,,한식
일반음식점,클로바 왕큰손파닭,청주시 청원구 상당로247번길 16 (우암동),청주시 청원구 우암동 237-7 ,,경양식
일반음식점,아람옻닭,청주시 청원구 오창읍 중심상업2로 33-6,청주시 청원구 오창읍 양청리 816-6 ,043-213-3629,한식
일반음식점,카이신마라탕,청주시 청원구 오창읍 주성2길 5-6 (1층),청주시 청원구 오창읍 주성리 534 1층 ,043-715-5568,한식
일반음식점,수제돈가스 위,"청주시 청원구 율량로48번길 11-9 (주중동, 1층)",청주시 청원구 주중동 1018 1층 ,043-217-1489,경양식
일반음식점,밥하(파)는김여사,"청주시 청원구 내덕로53번길 29, 1층 (내덕동)",청주시 청원구 내덕동 320-14 ,043-221-2088,한식
일반음식점,오창온천 스낵,"청주시 청원구 오창읍 중심상업로 39, 3층",청주시 청원구 오창읍 양청리 792-4 ,,기타
일반음식점,칠구대포오창점,"청주시 청원구 오창읍 중심상업1로 8-35, 1층",청주시 청원구 오창읍 양청리 789-3 ,,횟집
일반음식점,우암생고기,청주시 청원구 교서로144번길 28 (우암동),청주시 청원구 우암동 391-11 ,043-262-1827,식육(숯불구이)
일반음식점,왕천파닭 오창2호점,청주시 청원구 오창읍 주성3길 16 (1층),청주시 청원구 오창읍 주성리 361 1층 ,043-216-1113,호프/통닭
일반음식점,무지개,"청주시 청원구 내수읍 내수로 728, 1층",청주시 청원구 내수읍 마산리 165-5 ,043-215-4769,한식
일반음식점,떡볶이가족,"청주시 청원구 중앙로 207 (내덕동, 1층)",청주시 청원구 내덕동 293-1 1층 ,,분식
일반음식점,수현팥칼국수,"청주시 청원구 중앙로 124-2, 1층 (우암동)",청주시 청원구 우암동 125-19 ,043-221-0336,호프/통닭
일반음식점,요기,"청주시 청원구 주성로279번길 10, 101호 (주성동)",청주시 청원구 주성동 363 ,,한식
일반음식점,예향정 청주점,"청주시 청원구 율량로 194, 104호 (율량동)",청주시 청원구 율량동 2048 ,043-217-8489,한식
일반음식점,쿄우노식당 오창2산단점,"청주시 청원구 오창읍 2산단로 183, 1층",청주시 청원구 오창읍 주성리 335 ,,한식
일반음식점,팔팔생고기,"청주시 청원구 오창읍 주성3길 8-2, 1층",청주시 청원구 오창읍 주성리 346 ,043-212-9967,한식
일반음식점,박군치킨율량점,"청주시 청원구 율봉로 217-2, 102동 101호 (율량동, 진화하이츠아파트 상가)",청주시 청원구 율량동 867 진화하이츠아파트 상가 102동 101호,043-215-9002,호프/통닭
일반음식점,coffee glass(커피글라스),"청주시 청원구 율봉로168번길 7-1, 1층 107호 (율량동)",청주시 청원구 율량동 910 1층 107호,043-903-4412,기타
일반음식점,큰맘할매순대국청주오창점,"청주시 청원구 오창읍 주성1길 10, 1층 101,102호","청주시 청원구 오창읍 주성리 602 1층,101호,102호 ",043-211-9882,한식
일반음식점,김가네,"청주시 청원구 내수읍 우산1길 19, 1층",청주시 청원구 내수읍 우산리 479-3 1층 ,,한식
일반음식점,최고집 뼈탕갈탕,"청주시 청원구 오창읍 공항로 1033-6, 1층",청주시 청원구 오창읍 창리 59 외1필지 1층 ,043-213-1566,한식
일반음식점,신강쇠장어,"청주시 청원구 오창읍 공항로 1033-6, 1층",청주시 청원구 오창읍 창리 59 외1필지 1층 ,,한식
일반음식점,황금염소탕,"청주시 청원구 오창읍 공항로 1033-6, 1층",청주시 청원구 오창읍 창리 59 외1필지 ,,한식
일반음식점,쥬시후레쉬,"청주시 청원구 수암로 94-1, 1층 (우암동)",청주시 청원구 우암동 19-4 ,,한식
일반음식점,낮달,"청주시 청원구 율봉로 281, 1층 (율량동)",청주시 청원구 율량동 2091 1층 ,070-8108-7056,기타
일반음식점,참치와친구들율량점,"청주시 청원구 율량로202번길 12, 1~2층 101,201호 (율량동)",청주시 청원구 율량동 2065 ,043-211-3782,일식
일반음식점,후라이드참잘하는집율량사천점,"청주시 청원구 1순환로197번길 44, 1층 (내덕동)",청주시 청원구 내덕동 422-7 ,,호프/통닭
일반음식점,돈까스홀릭,"청주시 청원구 율봉로212번길 53, 1층 (율량동)",청주시 청원구 율량동 1087 1층 ,043-241-1005,경양식
일반음식점,우천불고기,"청주시 청원구 내덕로 12, 1~2층 (우암동)",청주시 청원구 우암동 370-12 ,043-254-0032,식육(숯불구이)
일반음식점,맘스터치율량2지구점,"청주시 청원구 주성로 295, 101,102호 (주성동)","청주시 청원구 주성동 373 101,102호 ",043-222-1147,기타
일반음식점,원조교동한우해장국,"청주시 청원구 새터로43번길 50, 1층 (우암동)",청주시 청원구 우암동 370-21 ,043-260-2936,한식
일반음식점,송죽칼국수,"청주시 청원구 향군로 56, 1층 (우암동)",청주시 청원구 우암동 354-13 ,043-258-3211,한식
일반음식점,뿅카는생막창본점직영2호점,"청주시 청원구 오창읍 중심상업로 39, 116, 117호",청주시 청원구 오창읍 양청리 792-4 ,043-211-9278,기타
일반음식점,족보상회,청주시 청원구 율량로201번길 17-3 (율량동),청주시 청원구 율량동 2171 ,043-212-3993,한식
일반음식점,파스타블,"청주시 청원구 오창읍 중심상업1로 20, 2층 204호 ((LK트리플렉스2))",청주시 청원구 오창읍 양청리 820-2 ,043-214-3553,경양식
일반음식점,외갓집밥상,"청주시 청원구 오창읍 구룡4길 8, 1층",청주시 청원구 오창읍 구룡리 426-5 1층 ,,한식
일반음식점,에프터유,"청주시 청원구 율봉로 282, 1층 (율량동)",청주시 청원구 율량동 2107 ,,한식
일반음식점,먹태상회,"청주시 청원구 오창읍 중심상업1로 46-16, 1층",청주시 청원구 오창읍 양청리 789-9 ,,기타
일반음식점,니아까,"청주시 청원구 율량로202번길 12, 102,202호 (율량동)","청주시 청원구 율량동 2065 102,202호 ",,일식
일반음식점,맛찬들3.5왕소금구이 오창점,"청주시 청원구 오창읍 과학산업2로 284, 1층",청주시 청원구 오창읍 각리 649-2 ,043-213-6689,식육(숯불구이)
일반음식점,정호감자탕해장국,"청주시 청원구 내덕로 67, 1층 (내덕동)",청주시 청원구 내덕동 290-5 ,,한식
일반음식점,태호횟집,"청주시 청원구 오창읍 공항로 1033-6, 1층",청주시 청원구 오창읍 창리 59 ,043-211-9241,횟집
일반음식점,논두렁,"청주시 청원구 내수읍 마산3길 54-25, 103호",청주시 청원구 내수읍 마산리 164-2 103호,043-213-5922,한식
일반음식점,동해생선찜,"청주시 청원구 율봉로 15, 2동 1층 (사천동)",청주시 청원구 사천동 446-4 외 2필지 ,043-212-5736,한식
일반음식점,대마족발오창점,"청주시 청원구 오창읍 중심상업로 51-6, 1층 112,113호 (태웅프라자)","청주시 청원구 오창읍 양청리 791-5 태웅프라자,112,113호 ",043-214-9599,한식
일반음식점,부산명품돼지국밥,"청주시 청원구 교서로250번길 3, 1층 (내덕동)",청주시 청원구 내덕동 674-11 1층 ,,호프/통닭
일반음식점,평남유통,"청주시 청원구 수암로66번길 48-1, 101호 (우암동)",청주시 청원구 우암동 5-10 101호,043-288-0105,기타
일반음식점,맘스터치오창점,"청주시 청원구 오창읍 중심상업1로 8-9, 1층 138호, 139호",청주시 청원구 오창읍 양청리 820-1 ,,기타
일반음식점,마라신,"청주시 청원구 오창읍 구룡4길 5, 1층",청주시 청원구 오창읍 구룡리 402-16 1층 ,043-212-7712,중국식
일반음식점,예지현,"청주시 청원구 1순환로 108-1, 2층 (율량동)",청주시 청원구 율량동 2227 ,043-267-0202,중국식
일반음식점,맛찬,"청주시 청원구 율봉로176번길 56-1, 1층 (율량동)",청주시 청원구 율량동 947 ,,기타
일반음식점,딜리버링,청주시 청원구 내수읍 마산5길 24-1,청주시 청원구 내수읍 마산리 165-24 외1필지 ,043-212-1314,한식
일반음식점,한돈마을,"청주시 청원구 오창읍 창리1길 16-18, 1층",청주시 청원구 오창읍 창리 108 ,043-215-1237,식육(숯불구이)
일반음식점,율량칼국수,"청주시 청원구 율량로3번길 9, 1층 (주중동)",청주시 청원구 주중동 896 1층 ,043-213-3444,한식
일반음식점,엄가네김밥,"청주시 청원구 율중로79번길 12, 102호 (율량동)",청주시 청원구 율량동 2410 102호 ,,김밥(도시락)
일반음식점,석호네닭발 율량사천점,"청주시 청원구 사뜸로 48-1, 1층 (율량동)",청주시 청원구 율량동 1410 ,,기타
일반음식점,로하스파구내식당,"청주시 청원구 오창읍 중심상업로 39, 302호",청주시 청원구 오창읍 양청리 792-4 ,,한식
일반음식점,피자는치즈빨,"청주시 청원구 오창읍 양청택지로 124-7, 1층",청주시 청원구 오창읍 양청리 732-8 1층 ,,경양식
일반음식점,북촌손만두 오창과학단지점,"청주시 청원구 오창읍 중심상업1로 20, 1층 105호,106호 (LK 트리플렉스2)",청주시 청원구 오창읍 양청리 820-2 1층 LK Triplex 2 ,043-217-1399,한식
일반음식점,우노엘,청주시 청원구 새터로126번길 32-2 (내덕동),청주시 청원구 내덕동 595-14 ,,경양식
일반음식점,얌샘김밥오창호수공원점,"청주시 청원구 오창읍 중심상업1로 20, 1층 134호 (LK트리플렉스2)","청주시 청원구 오창읍 양청리 820-2 LK트리플렉스2, 1층 134호",043-213-2133,김밥(도시락)
일반음식점,고기명작 율량점,"청주시 청원구 율량로190번길 43, 1층 (율량동)",청주시 청원구 율량동 2037 ,043-215-2037,경양식
일반음식점,연가옥 오창점,"청주시 청원구 오창읍 두릉유리로 1118, 1층",청주시 청원구 오창읍 창리 56-3 1층 ,,한식
일반음식점,김가네,청주시 청원구 1순환로197번길 48 (내덕동),청주시 청원구 내덕동 422-8 ,,분식
일반음식점,굽네치킨오창2산단점,"청주시 청원구 오창읍 2산단로 185-1, 1층",청주시 청원구 오창읍 주성리 337 1층 ,043-214-9492,호프/통닭
일반음식점,원조장뜰순대,"청주시 청원구 율량로201번길 33-13 (율량동, 1층)",청주시 청원구 율량동 2201 1층 ,,한식
일반음식점,뉴 그램그램 앤 키즈카페,"청주시 청원구 율량로 192, 3층 (율량동)",청주시 청원구 율량동 2047 ,043-217-9293,식육(숯불구이)
일반음식점,굽네치킨 율량2지구점,청주시 청원구 주성로 289 (주성동),청주시 청원구 주성동 369 ,,호프/통닭
일반음식점,한판돈까스 청주,"청주시 청원구 오창읍 2산단로 185, 1층",청주시 청원구 오창읍 주성리 336 1층 ,043-241-9989,호프/통닭
일반음식점,기린,"청주시 청원구 오창읍 주성1길 9-1, 2층",청주시 청원구 오창읍 주성리 623 ,,중국식
일반음식점,강여사곱창전골,"청주시 청원구 오창읍 오창시내1길 8, 1층",청주시 청원구 오창읍 장대리 79-1 ,,식육(숯불구이)
일반음식점,카마타케 제면소,"청주시 청원구 율량로190번길 41, 101호 (율량동)",청주시 청원구 율량동 2038 ,043-214-2211,분식
일반음식점,프라임펍,"청주시 청원구 오창읍 과학산업2로 430, 4층",청주시 청원구 오창읍 양청리 785-3 ,,호프/통닭
일반음식점,맘스터치우암점,청주시 청원구 직지대로 889 (우암동),청주시 청원구 우암동 235-25 ,043-221-7799,기타
일반음식점,정성푸드,"청주시 청원구 오창읍 공항로 1033-7, 1층",청주시 청원구 오창읍 창리 59-3 1층 ,,기타
일반음식점,이화연가 청주본점,"청주시 청원구 율량로 200, 2층 (율량동)",청주시 청원구 율량동 2052 2층 ,,한식
일반음식점,골목돼지,"청주시 청원구 1순환로197번길 61, 1층 (내덕동)",청주시 청원구 내덕동 421-16 1층 ,043-214-4829,한식
일반음식점,추억스케치,"청주시 청원구 내수읍 마산5길 15-22, 2층",청주시 청원구 내수읍 마산리 167-4 2층 ,,한식
일반음식점,참맛치킨,"청주시 청원구 충청대로57번길 38, 1층 (내덕동)",청주시 청원구 내덕동 400 ,043-215-6665,호프/통닭
일반음식점,수다,"청주시 청원구 내수읍 마산5길 16-3, 1층",청주시 청원구 내수읍 마산리 159-4 ,043-218-9833,한식
일반음식점,반올림피자샵청주대점,"청주시 청원구 대성로254번길 31, 1층 (우암동)",청주시 청원구 우암동 43-3 ,043-224-2486,기타
일반음식점,멕시카나치킨 청주사천점,"청주시 청원구 새터로 177, 1층 (사천동)",청주시 청원구 사천동 446-6 ,,한식
일반음식점,맘스터치 내수점,"청주시 청원구 내수읍 내수로 720, 1층",청주시 청원구 내수읍 마산리 167-3 ,043-215-4340,기타
일반음식점,신전떡볶이오창점,"청주시 청원구 오창읍 중심상업1로 20, 1층 109호 (LK트리플렉스2)",청주시 청원구 오창읍 820-2 1층(LK트리플렉스2) 109호,043-216-7333,분식
일반음식점,올리브곱창210,"청주시 청원구 오창읍 오창대로 315, 2층 210호",청주시 청원구 오창읍 양청리 821-2 ,,한식
일반음식점,충만치킨 율량점,"청주시 청원구 율량로202번길 14, 1층 101호 (율량동)",청주시 청원구 율량동 2064 ,,호프/통닭
일반음식점,미스터피자 오창점,"청주시 청원구 오창읍 과학산업2로 379, 1층",청주시 청원구 오창읍 양청리 752-3 ,,경양식
일반음식점,어머니정성손만두찹쌀찐빵,"청주시 청원구 직지대로848번길 14, 1층 (우암동)",청주시 청원구 우암동 338-1 ,,식육(숯불구이)
일반음식점,라븐,"청주시 청원구 오창읍 오창공원로 73-9, 1층",청주시 청원구 오창읍 양청리 751-2 1층 ,043-217-8884,경양식
일반음식점,원조로얄닭발,"청주시 청원구 오창읍 구룡2길 67-1, 1층",청주시 청원구 오창읍 구룡리 405-2 1층 ,043-212-3581,한식
일반음식점,행복한 단홍갈비,"청주시 청원구 주성로279번길 17, 2층 (주성동)",청주시 청원구 주성동 352 ,043-215-5011,식육(숯불구이)
일반음식점,수피아의 작은부엌,,"청주시 청원구 우암동 1202-1 6호, 7호(2차청년창업특화구역) ",043-266-3950,기타
일반음식점,슬로푸드,"청주시 청원구 공항로 36, 1층 (내덕동)",청주시 청원구 내덕동 377-6 ,,출장조리
일반음식점,주식회사 다섬푸드,"청주시 청원구 팔결로 91, 1층 (오동동)",청주시 청원구 오동동 7-5 ,,출장조리
일반음식점,곱창군 본점,"청주시 청원구 율량로190번길 81, 105호 (율량동)",청주시 청원구 율량동 2020 105호,,한식
일반음식점,유명초밥,"청주시 청원구 오창읍 과학산업5로 118-2, 102호",청주시 청원구 오창읍 각리 652-1 ,,일식
일반음식점,석호네닭발 오창2산단점,"청주시 청원구 오창읍 2산단로 184, 1층",청주시 청원구 오창읍 주성리 541 1층 ,043-211-1149,호프/통닭
일반음식점,두끼 오창점,"청주시 청원구 오창읍 중심상업1로 20, 208호 (LK트리플렉스2)",청주시 청원구 오창읍 양청리 820-2 ,043-215-6936,한식
일반음식점,시골밥상,"청주시 청원구 북이면 신대석성로 258, 1층",청주시 청원구 북이면 용계리 595-1 ,043-212-1137,한식
일반음식점,광장포차,"청주시 청원구 오창읍 주성1길 14-2, 101~102호",청주시 청원구 오창읍 주성리 611 ,043-214-7792,한식
일반음식점,미우(味牛),"청주시 청원구 율량로202번길 20, 102호 (율량동)",청주시 청원구 율량동 2063 ,,한식
일반음식점,파티가든이안,청주시 청원구 율량로 191 (율량동),청주시 청원구 율량동 2168 ,043-274-3000,뷔페식
일반음식점,삼돈이(율량점),"청주시 청원구 율량로202번길 16, 103호 (율량동)",청주시 청원구 율량동 2061 ,043-216-0609,한식
일반음식점,제주탐하리 청주점,"청주시 청원구 율량로190번길 25, 1층 (율량동)",청주시 청원구 율량동 2042 ,043-217-7600,식육(숯불구이)
일반음식점,스시웨이,"청주시 청원구 오창읍 중심상업1로 20, 1층 129호 (LK트리플렉스2)",청주시 청원구 오창읍 양청리 820-2 ,043-211-3774,횟집
일반음식점,청년족발보쌈,"청주시 청원구 1순환로 134, 1층 (율량동)",청주시 청원구 율량동 2073 1층 ,043-211-6543,한식
일반음식점,청대얼큰이칼국수쭈꾸미,"청주시 청원구 대성로288번길 32, 1층 (우암동)",청주시 청원구 우암동 208-1 ,043-221-3636,한식
일반음식점,어썸,"청주시 청원구 율량로202번길 20, 1층 103호 (율량동)",청주시 청원구 율량동 2063 103호 ,,호프/통닭
일반음식점,짐승야식,"청주시 청원구 중앙로 170-2, 지하1층 (우암동)",청주시 청원구 우암동 234-9 ,,기타
일반음식점,못난이돼지국밥,"청주시 청원구 오창읍 공항로 1033-6, 1층",청주시 청원구 오창읍 창리 59 ,043-216-5009,한식
일반음식점,문어로 율량점,"청주시 청원구 율량로190번길 35, 2층 (율량동)",청주시 청원구 율량동 2040 ,043-217-3313,한식
일반음식점,라 파스토,"청주시 청원구 율봉로44번길 20, 1층 (사천동)",청주시 청원구 사천동 233-74 1층 ,043-215-0404,한식
일반음식점,미스터리코다리,"청주시 청원구 오창읍 오창중앙로 123-8, 1층",청주시 청원구 오창읍 각리 649-3 ,043-214-9993,한식
일반음식점,우리집,"청주시 청원구 팔결로 188, 1층 (외남동)",청주시 청원구 외남동 251-4 ,043-217-8883,한식
일반음식점,스테이션,"청주시 청원구 수암로88번길 15, 1층 (우암동)",청주시 청원구 우암동 20-11 ,,경양식
일반음식점,(주)원복지나라오아시스푸드,"청주시 청원구 상리로18번길 56, 1층 (율량동)",청주시 청원구 율량동 148-1 ,,한식
일반음식점,에밀아저씨피자앤치킨,"청주시 청원구 내수읍 덕암길 21-2, 1층",청주시 청원구 내수읍 덕암리 301 ,043-211-9022,호프/통닭
일반음식점,신사동떡볶이오창점,"청주시 청원구 오창읍 양청택지2길 21, 1층",청주시 청원구 오창읍 양청리 734-4 ,043-212-8081,한식
일반음식점,리얼푸드,"청주시 청원구 오창읍 중심상업로 31-4, 8층 803호",청주시 청원구 오창읍 양청리 792-5 8층 803호,043-214-7474,한식
일반음식점,둥지식당,"청주시 청원구 안덕벌로 55, 1층 (내덕동)",청주시 청원구 내덕동 115-115 ,043-213-7798,한식
일반음식점,오창닭발.닭내장탕,"청주시 청원구 오창읍 공항로 1033-7, 1층",청주시 청원구 오창읍 창리 59-3 1층 ,043-216-9977,한식
일반음식점,들녘,"청주시 청원구 오창읍 후기길 5, 1층",청주시 청원구 오창읍 용두리 114 ,043-292-6260,한식
일반음식점,동태왔다,"청주시 청원구 오창읍 양청2길 44, 1층",청주시 청원구 오창읍 양청리 775-9 ,043-215-8833,한식
일반음식점,기와집곰탕2017,"청주시 청원구 오창읍 오창대로 410-1, 1층","청주시 청원구 오창읍 각리 76-3 외 5필지,1층 ",043-218-0880,한식
일반음식점,주식회사 동인본가,"청주시 청원구 주성로 75, 1, 2층 (사천동)",청주시 청원구 사천동 225-106 ,,한식
일반음식점,아재해물포차,"청주시 청원구 율량로 200, 1층 104,105호 (율량동)",청주시 청원구 율량동 2052 ,043-213-9266,한식
일반음식점,고래감자탕청주율량점,"청주시 청원구 율량로 200, 1층 101,102,103호 (율량동, 우리빌딩)","청주시 청원구 율량동 2052 101,102,103호,우리빌딩 ",,한식
일반음식점,부산포차꼼장어목살,"청주시 청원구 율량로202번길 26, 1층 (율량동)",청주시 청원구 율량동 2058 1층 ,,한식
일반음식점,우암고향왕족발보쌈,"청주시 청원구 직지대로832번길 21, 1층 (우암동)",,,한식
일반음식점,밥심,"청주시 청원구 오창읍 2산단1로 95, 1층",청주시 청원구 오창읍 양지리 109-31 외 2필지 ,,한식
일반음식점,케이에프씨 청주오창점,"청주시 청원구 오창읍 중심상업2로 9-23, 1층",청주시 청원구 오창읍 양청리 793-5 ,043-214-9515,호프/통닭
